property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat," Sheth Beau Pride, Bandra",1.83,4,3,3,New Property,2104,1,0,0,Medium,Mid Floor
house, Adinath Saanvi Heights,6.8,4,4,3+,Relatively New,3240,1,0,2,Medium,Mid Floor
flat, Adityaraj Saphalya,3.4,3,4,3,Relatively New,2016,1,0,1,High,High Floor
flat, Piramal Mahalaxmi,1.4,3,3,3,Relatively New,1315,1,0,0,Medium,Mid Floor
flat, Birla Niyaara Worli,1.6,3,3,3,New Property,1750,1,0,0,Medium,Low Floor
flat, Avanya,0.8,2,2,3+,New Property,1236,0,0,0,Medium,High Floor
flat, Adinath Saanvi Heights,1.28,3,3,3,Relatively New,1800,0,0,1,High,Mid Floor
flat, Lodha Bellagio Delhi,0.8,3,4,3,Relatively New,1390,1,0,1,Low,Mid Floor
flat, Arihant Anmol Phase II,1.4,3,3,2,Relatively New,1428,0,0,0,Medium,Low Floor
flat, Avanya,1.39,3,4,3+,Relatively New,2057,1,0,1,High,Mid Floor
flat, Agarwal Agarwal Exotica,1.8,4,3,3+,Relatively New,2578,0,0,2,Low,Low Floor
flat, Arkade Earth Wing Ebony,1.4,3,3,3+,Relatively New,2556,0,0,1,Medium,Mid Floor
flat, Hiranandani Garden Powai,2.35,3,4,3,Old Property,1700,1,0,1,Medium,Mid Floor
flat, Arkade Earth Hazel,1.25,3,4,3+,Relatively New,1747,1,0,0,Medium,Low Floor
flat, Birla Niyaara Worli,1.55,3,3,3,Relatively New,1600,1,0,0,Low,Mid Floor
flat, Aristocrat Jai Savitri CHSL,0.72,3,3,2,Relatively New,1800,0,0,0,Low,Mid Floor
house, Anand Ashram,0.62,3,1,0,Moderately Old,550,0,0,0,Low,Low Floor
flat, Avanya,0.36,2,2,2,Relatively New,608,0,0,0,Low,Mid Floor
flat, Anora Residency,0.98,3,4,3,Relatively New,1660,1,0,0,Low,Mid Floor
flat, Ajmera Zeon,0.38,2,2,2,Relatively New,661,0,0,0,Low,Mid Floor
flat, Ambrosia,2.3,3,4,3+,New Property,2544,1,0,0,Medium,High Floor
flat, Ajmera Zeon,0.36,2,2,2,Relatively New,604,0,0,0,Low,Mid Floor
house, Adani Estates Western Heights Phase 1 Residential,0.22,2,2,2,Old Property,37,0,0,0,Low,Low Floor
house, Ajmera Treon,3.25,3,3,2,Old Property,2250,0,0,0,Low,Low Floor
flat, Aquarius Taurus Apartments,3.4,3,3,3+,New Property,3077,0,0,0,Medium,Low Floor
flat, Ashar Sapphire,1.75,2,2,3,Relatively New,1424,0,0,0,Medium,Mid Floor
house, Arihant Darshan,3.5,4,4,3,Old Property,1449,0,1,1,Medium,Low Floor
flat, Arihant Anmol Phase II,1.46,3,3,2,Relatively New,1428,0,0,1,High,Low Floor
flat, Ambrosia,0.26,1,1,2,Relatively New,301,0,0,0,Medium,Low Floor
flat, Ajmera I Land,2.65,3,4,3+,Moderately Old,2037,1,0,1,High,Mid Floor
flat, Piramal Mahalaxmi,1.1,2,2,1,Relatively New,915,0,0,0,Low,Mid Floor
flat, Agarwal Lifestyle,1.92,3,3,2,Under Construction,1672,0,0,0,Medium,Low Floor
flat," Lodha Allura, Worli",1.65,3,3,0,Relatively New,1051,0,0,0,Medium,Low Floor
flat," Lodha Allura, Worli",0.71,2,2,3+,Relatively New,1131,0,0,0,Low,Mid Floor
house, Amara,0.9,3,1,0,Moderately Old,1008,0,0,0,Low,Low Floor
flat, A Kumar Vastu Pinnacle,6.75,4,4,2,New Property,2567,1,0,0,Low,Mid Floor
flat, Apna Ghar,1.01,3,3,2,Relatively New,1475,0,0,0,Low,High Floor
flat, Lodha Bellagio Delhi,1.1,2,2,3+,Relatively New,1464,0,1,0,Medium,Mid Floor
flat," Lodha Allura, Worli",0.25,2,2,1,Relatively New,535,0,0,0,Medium,Mid Floor
house, Amidhara,10,5,7,2,Moderately Old,7000,1,0,2,Low,Mid Floor
house, Ashoka Swaroop Residency,0.62,6,6,0,Old Property,192,0,0,0,Low,Mid Floor
flat," Lodha Allura, Worli",0.4,2,2,1,New Property,582,0,0,1,Low,Low Floor
house, Ajmera Treon,0.47,3,4,0,Moderately Old,1350,0,0,0,Low,Mid Floor
flat," Sheth Beau Pride, Bandra",1.08,4,4,2,New Property,1891,1,0,0,Medium,High Floor
flat, Ambrosia,2.6,4,4,3+,Relatively New,2851,1,0,0,Medium,High Floor
flat, Atlantic heritage,10,4,5,3+,Moderately Old,3000,1,0,2,High,High Floor
flat, Arihant Anmol Phase II,2.07,3,3,3,Relatively New,1640,0,0,0,Low,High Floor
flat, Aayush Poornima,1.3,3,3,2,Under Construction,1303,0,0,0,Low,Mid Floor
flat, Ashar Edge,2.6,3,3,2,New Property,1766,0,0,0,Low,Low Floor
house, Atlanta CHS,2.15,1,1,0,Moderately Old,1650,0,0,0,Low,Low Floor
flat, Ashar Edge,1.55,2,2,1,Under Construction,1041,0,0,0,Low,Mid Floor
flat, Agami Emerald,1.35,3,2,3+,New Property,1409,0,0,0,Low,High Floor
flat, Agami Emerald,1.35,3,2,3+,Under Construction,1484,0,0,0,Low,Mid Floor
flat, Piramal Mahalaxmi,1.8,3,3,3,Relatively New,1531,0,0,0,Low,Mid Floor
flat, Piramal Mahalaxmi,1.3,3,3,3,Relatively New,1388,1,0,0,Medium,Mid Floor
flat, Arihant Residency,1.72,3,4,3+,Relatively New,1695,1,0,1,High,Mid Floor
flat, Avanya,0.27,2,2,2,Relatively New,543,0,0,0,Low,Low Floor
flat, Atlantic heritage,6.75,4,4,2,Moderately Old,2076,1,0,2,Medium,Mid Floor
flat, ACME Ozone Phase 2,1.34,3,3,3+,Relatively New,1560,0,0,0,Medium,High Floor
flat, ACME Avenue,0.84,2,2,2,New Property,1180,0,0,0,Low,Mid Floor
flat, Alfa Mana A M Residency,3,3,3,2,Relatively New,1950,1,0,0,Medium,High Floor
house, Atlanta CHS,7,5,5,3+,Relatively New,2700,1,0,1,Low,Mid Floor
flat, Arkade Earth,4.79,5,5,3+,Relatively New,3724,1,0,0,Low,High Floor
house, Adityaraj Saphalya,5.46,4,5,3+,Relatively New,2259,0,1,1,Medium,Low Floor
flat, Agami Emerald,1.45,3,2,3+,Under Construction,118,0,0,0,Medium,High Floor
flat," Ahuja Towers, Prabhadevi",0.85,2,2,2,Under Construction,1226,0,0,0,Low,Low Floor
flat, Aquarius Taurus Apartments,4.49,4,4,3+,New Property,3150,0,0,1,Medium,Mid Floor
house, Ashiana Prem Aangan,13.5,5,6,3+,Old Property,3618,0,0,1,Medium,Mid Floor
flat, Ashar Sapphire,2.33,3,3,3,New Property,2098,1,0,0,High,Mid Floor
flat, Annapurna Kasturi Heights,4,3,4,3,Old Property,2164,1,0,1,Low,Mid Floor
flat, Godrej Horizon Delhi,2.9,4,4,3+,Relatively New,1975,1,0,1,High,Mid Floor
house, Ankurdev Danvijay CHSL,3.25,5,6,3+,Relatively New,1512,0,0,1,Low,Mid Floor
flat," Lodha Allura, Worli",0.3,2,2,2,Relatively New,516,0,0,0,Low,Mid Floor
flat, Piramal Mahalaxmi,0.47,2,2,1,Relatively New,582,0,1,0,Medium,Mid Floor
flat, Aristocrat Jai Savitri CHSL,0.96,3,3,3,New Property,1720,0,1,0,Low,Mid Floor
flat, Ashwamedh Atlantis,1.27,3,3,3+,Relatively New,1500,0,0,0,Medium,Low Floor
flat," Ahuja Towers, Prabhadevi",1.01,2,2,2,Under Construction,1226,0,0,0,Low,Mid Floor
house, Adani The Views Delhi,1.3,3,3,1,Moderately Old,1125,0,0,0,Low,Low Floor
flat, Avanya,0.5,3,2,2,Relatively New,717,0,0,0,Low,Mid Floor
flat, Ashwamedh Atlantis,1.27,4,5,2,New Property,2248,1,0,0,Medium,Mid Floor
flat, Anmol Apartment,0.95,2,3,3,Relatively New,1611,1,0,0,Low,Mid Floor
flat, Ambrosia,1.16,3,4,3+,Relatively New,2018,1,0,1,Medium,Mid Floor
flat, Acropolis,1.4,3,3,3+,Moderately Old,1611,0,0,0,Medium,Mid Floor
flat, Anmol Apartment,1.02,2,2,3,Relatively New,1430,0,0,0,High,Mid Floor
flat," Lodha Allura, Worli",0.42,2,2,1,Relatively New,650,0,0,0,Low,High Floor
flat, Shapoorji Pallonji Skyraa,0.98,2,3,3,Relatively New,978.223232,1,1,0,Low,High Floor
house, Mahindra Happinest Kalyan,1,3,7,3+,Moderately Old,3750,0,1,0,Low,Mid Floor
flat, Lodha Bellagio Delhi,1.83,3,3,3+,Under Construction,2032,0,0,0,Medium,High Floor
flat, Hiranandani Garden Powai,2,3,3,1,Old Property,1240,0,0,1,Medium,High Floor
house, Acharya Aashram,2.25,4,3,3,Relatively New,90,0,0,1,Low,Mid Floor
flat, Atlanta Enclave,1,2,2,2,New Property,1489,0,0,0,Medium,Mid Floor
house, Ahuja Prasadam,1.35,10,6,3+,Old Property,3500,0,0,0,Low,Mid Floor
flat, Ankurdev Danvijay CHSL,2.05,4,4,3+,Old Property,2600,0,1,1,Medium,Mid Floor
flat," Lodha Allura, Worli",0.25,1,1,1,Relatively New,600,0,0,0,Low,High Floor
flat, Lodha Bellagio Delhi,1.85,4,5,3+,Relatively New,2545,0,0,0,Medium,Low Floor
flat, Ashtha Heights,0.85,3,3,3+,Relatively New,2081,1,0,0,Low,Mid Floor
flat, ACME Ozone,4,4,5,3+,Relatively New,2800,1,0,1,High,Mid Floor
flat, Birla Niyaara Worli,1.4,2,2,2,Relatively New,1262,0,0,0,Low,High Floor
flat, Avanya,0.9,2,2,3+,Relatively New,1236,0,0,0,Low,Mid Floor
flat," Sheth Beau Pride, Bandra",0.85,3,2,2,Relatively New,1300,0,0,0,Low,High Floor
flat, Raymond Tenx Habitat Delhi,1.65,3,3,3+,Relatively New,1946,1,0,1,Low,High Floor
flat, ACME Ozone Phase 2,1.25,3,3,3+,New Property,1464,0,0,0,Medium,Low Floor
flat, Amarnath Towers,0.95,2,2,2,Relatively New,1452,0,0,0,Medium,Mid Floor
flat, Ashiana Prem Aangan,8,5,5,3+,Old Property,5778,1,0,2,Low,Low Floor
flat, Shapoorji Pallonji Skyraa,3.75,3,3,2,New Property,2120,1,0,0,Medium,High Floor
flat, Ashford Royale,1.07,2,2,3,Relatively New,1222,0,0,0,Medium,Mid Floor
flat, Birla Niyaara Worli,2.52,3,4,3,Relatively New,2127,1,0,0,High,Mid Floor
flat, Lodha Bellagio Delhi,1.93,3,4,3,Relatively New,2400,1,0,0,High,Mid Floor
flat, Aakash Nidhi,2.79,3,3,3,New Property,1860,0,0,2,High,High Floor
flat, Ajmera Vishwa Nagri Building No 3 And 4,0.68,3,3,3,Moderately Old,1526,0,0,0,Low,Low Floor
house, Acropolis,5,6,6,2,Moderately Old,3611,0,0,0,Low,Low Floor
flat, Ashish,0.95,2,2,3,Relatively New,1300,0,0,1,Medium,Mid Floor
flat, Amardeep Anutham,1.82,3,2,2,Relatively New,1359,0,0,0,Low,Mid Floor
flat, A K Plaza,1.54,2,2,3+,Relatively New,1200,0,0,0,Medium,High Floor
flat," Ahuja Towers, Prabhadevi",0.9,3,3,0,Under Construction,1910,0,0,0,Medium,High Floor
flat, Ashish,1.38,3,3,3,Relatively New,1350,1,0,1,Low,Mid Floor
flat, Ambrosia,1.35,4,5,3+,Relatively New,3000,1,1,0,Medium,Low Floor
flat, Aashray Aanand,0.96,2,2,1,Under Construction,1338,0,0,0,Medium,Mid Floor
flat, Ambrosia,0.75,2,2,3,Relatively New,1148,0,0,0,Medium,Mid Floor
flat, Ashish,1.72,3,3,3,Relatively New,1600,1,0,1,High,Mid Floor
flat, Avanya,0.38,2,2,2,Relatively New,627,0,0,2,Low,Mid Floor
flat, Ajmera Vishwa Nagri Building No 3 And 4,0.9,3,3,3+,Moderately Old,1900,1,0,0,Low,Mid Floor
flat, Arihant Residency,0.96,2,2,3,Relatively New,1012,0,0,0,Low,Mid Floor
flat, Avanya,1.49,3,4,3+,Relatively New,2137,1,1,1,High,Mid Floor
flat, Ashford Royale,1.6,3,3,3,Relatively New,1527,1,0,0,Low,Mid Floor
flat, Piramal Mahalaxmi,3,4,4,3+,Relatively New,3178,0,0,1,Medium,Mid Floor
flat, ACME Avenue,1.13,2,2,3,Relatively New,1130,0,0,1,Medium,Mid Floor
flat, Ajmera Vishwa Nagri Building No 3 And 4,0.65,3,2,3+,Moderately Old,1696,0,0,0,Low,Mid Floor
flat, Adityaraj Saphalya,3.05,3,3,3+,Relatively New,2029,1,0,1,High,High Floor
flat, Arkade Earth Wing Ebony,2,4,3,3,Moderately Old,2091,1,0,2,Medium,Mid Floor
flat, Shapoorji Pallonji Skyraa,2.9,3,4,2,New Property,2003,0,0,0,Medium,Mid Floor
house, Ashiana Prem Aangan,10.5,5,5,3,Moderately Old,3618,1,0,0,Low,Mid Floor
flat," Ahuja Towers, Prabhadevi",1.55,3,2,3,Moderately Old,1403,0,1,1,Medium,Mid Floor
flat, Ajmera Treon,0.32,2,2,1,Relatively New,1056,0,0,1,Low,Mid Floor
flat, Aristocrat Jai Savitri CHSL,0.46,2,2,0,New Property,990,0,0,0,Low,Mid Floor
flat, Arihant Residency,1.2,3,3,3,Relatively New,1165,0,0,1,High,High Floor
flat, Raymond Tenx Habitat Delhi,1.7,1,1,2,Relatively New,965,0,0,0,Low,Mid Floor
house, Andheri Green Field Towers CHSL,0.99,1,4,3,Relatively New,576,0,0,0,Low,Mid Floor
flat, Atlanta CHS,4.2,3,4,2,Under Construction,2125,0,0,0,Low,Mid Floor
flat, Adhiraj Zinnia,3,3,3,2,Relatively New,2600,0,0,1,Low,Low Floor
house, Arkade Earth,6.75,5,4,2,Old Property,3420,1,1,0,Medium,Low Floor
flat, Atlanta Enclave,1.25,3,4,3,Relatively New,1611,1,0,1,Medium,Low Floor
flat, Lodha Bellagio Delhi,1.99,3,4,3+,Relatively New,2398,1,0,1,High,High Floor
flat, Shapoorji Pallonji Skyraa,1.68,3,3,3+,Relatively New,1338.29,1,0,1,Medium,Mid Floor
flat," Lodha Allura, Worli",0.78,2,2,2,Relatively New,1144,0,0,0,Medium,Mid Floor
flat, Apna Ghar,1.49,3,3,3,Relatively New,1833,1,0,0,Low,Mid Floor
flat, Agarwal Solitaire,2.4,3,3,2,New Property,195,1,0,1,Low,Low Floor
flat, Godrej Horizon Delhi,2.9,4,4,0,Relatively New,2194,0,1,0,Medium,Low Floor
flat, Shapoorji Pallonji Skyraa,2.29,4,5,3+,Relatively New,2779,1,0,1,Medium,Mid Floor
flat, Godrej Horizon Delhi,2.4,3,3,3,Relatively New,1600,1,0,1,Low,Mid Floor
flat," Lodha Allura, Worli",0.34,2,2,1,New Property,699,0,0,0,Low,Low Floor
flat, Anora Residency,0.86,3,3,2,New Property,1593,0,0,0,Low,Low Floor
flat, Ashar Edge,1.6,2,2,2,Relatively New,1533,1,0,0,Medium,High Floor
flat, Aster,1.1,2,4,3+,Under Construction,1350,0,0,0,Medium,Low Floor
flat, Ajmera I Land,3.05,3,3,3,Relatively New,2300,1,0,1,High,Mid Floor
flat, Agarwal Doshi Complex,0.6,2,2,1,Relatively New,557,0,0,0,Medium,Mid Floor
house, ANA Avant Garde Phase 1,8.5,4,5,3+,Moderately Old,4000,1,0,1,Low,Low Floor
house, Adani Estates Western Heights Phase 1 Residential,3.5,9,9,3+,Relatively New,2610,0,0,0,Low,Mid Floor
flat, ACME Oasis,3.6,4,5,3,Relatively New,3077,1,0,0,High,Mid Floor
house, Avon Chs Limited,10,5,5,2,Old Property,4518,0,0,0,Low,Low Floor
flat, Ashford Royale,1.6,3,5,3,Relatively New,2167,1,0,0,High,Mid Floor
house, Atul Apartment,1.7,2,1,2,Old Property,900,0,0,0,Low,Low Floor
house, Mahindra Happinest Kalyan,1.7,1,1,1,Old Property,1800,1,0,0,Low,Low Floor
flat, Aadi Allure Wings A To E,2.35,3,3,3+,Relatively New,1550,1,0,2,Low,High Floor
house, Raymond Tenx Habitat Delhi,7,5,6,2,Relatively New,5400,1,0,0,High,Low Floor
flat, Aristocrat Jai Savitri CHSL,0.19,1,1,1,Relatively New,3569,0,0,0,Low,High Floor
flat, Aquarius Taurus Apartments,3.35,3,3,3+,New Property,2034,0,0,1,Low,Mid Floor
flat, ACME Ozone,3.1,4,5,3+,Moderately Old,3374,1,1,0,Medium,Mid Floor
flat, Amardeep Anutham,1.1,3,4,3+,Relatively New,1186,1,0,1,High,Mid Floor
house, Prestige Jasdan Classic,4,4,3,2,Relatively New,8829,0,0,1,Low,Low Floor
flat, Piramal Mahalaxmi,2.5,4,5,3+,Relatively New,2600,1,0,1,High,Mid Floor
flat, Arkade Earth,2.09,3,3,3,Relatively New,1633,0,0,0,Low,Low Floor
flat, Arkade Earth,2.35,3,3,3,Relatively New,2030,0,0,0,Low,High Floor
flat," Lodha Allura, Worli",0.67,2,2,3,Relatively New,1095,0,0,0,Medium,Mid Floor
flat, Godrej Horizon Delhi,1.9,2,2,3,Under Construction,1141,0,0,0,Medium,Mid Floor
flat," Lodha Allura, Worli",0.7,3,3,3,Relatively New,1281,0,0,0,High,Low Floor
flat, Anora Residency,0.78,2,2,3,Moderately Old,1068.1,0,0,1,Medium,Low Floor
house, Arkade Earth,3.75,3,3,1,Old Property,1701,0,0,1,Low,Low Floor
flat, Amara,1.35,2,2,0,Old Property,1056,0,0,0,Medium,Mid Floor
flat," Planet Godrej, Mahalaxmi",5.5,4,5,3+,New Property,5249,1,0,0,High,High Floor
flat, Alfa Mana A M Residency,1.85,2,3,3,Relatively New,1470,1,0,1,Medium,High Floor
flat, Arihant Residency,0.95,2,2,3,Relatively New,1611,0,0,1,High,Mid Floor
flat, Ankurdev Danvijay CHSL,0.47,1,1,1,Old Property,672,0,0,1,Medium,Mid Floor
flat, Godrej Horizon Delhi,1.99,2,2,2,Under Construction,1140,0,0,0,Low,High Floor
flat, Anora Residency,1.25,3,3,3,Relatively New,1350,0,0,0,Low,Mid Floor
flat, Atlanta Enclave,0.75,2,2,2,Relatively New,1140,0,1,1,Medium,Mid Floor
house, Atul Blue Excellency,3.85,3,3,3+,New Property,2771,1,0,1,High,Mid Floor
flat, Ashwamedh Atlantis,0.96,3,4,3,New Property,1697,1,0,0,Medium,Mid Floor
flat, Atlantic heritage,1.69,3,3,3+,Old Property,1991,1,0,1,Medium,Mid Floor
flat, Amarnath Towers,1.45,3,3,3,Relatively New,1993,0,0,0,Low,High Floor
house, Raymond Tenx Habitat Delhi,6.25,4,4,3+,Relatively New,5400,1,0,0,Medium,Low Floor
flat," Lodha Allura, Worli",0.26,2,2,2,Moderately Old,521,0,0,0,Low,Low Floor
flat, Ambrosia,1.73,3,4,3+,Relatively New,2072,1,0,0,High,High Floor
flat, ANA Avant Garde Phase 1,6.25,3,5,3+,Moderately Old,3200,1,0,1,Low,Mid Floor
flat, Ashar Sapphire,2.87,4,4,3+,Under Construction,2553,1,0,0,Medium,Mid Floor
flat, Aashray Aanand,2.65,3,4,2,Relatively New,2086,1,0,1,High,Mid Floor
flat, Aakash Nidhi,1.65,2,2,2,Relatively New,1200,0,0,2,Medium,Mid Floor
flat, Ashwamedh Atlantis,1.2,3,3,3+,Relatively New,1572,0,0,0,Medium,High Floor
house, Ajmera Redwood Building,5,3,3,3,Moderately Old,2250,0,0,0,Low,Low Floor
flat, ACME Ozone,3.19,4,5,3+,Relatively New,2376,1,0,1,High,High Floor
flat, Aadi Allure Wings A To E,2.3,3,4,3+,Relatively New,1854,1,0,2,High,High Floor
flat, Aadi Allure Wings A To E,2.3,3,4,3+,Relatively New,1825,1,0,1,Medium,High Floor
flat, Ashwamedh Atlantis,1.75,4,4,3+,Relatively New,2468,1,0,0,Medium,High Floor
flat, Adani The Views Delhi,0.45,3,2,1,Relatively New,1056,0,0,1,Low,Low Floor
flat, Arkade Earth,2.55,3,4,3,Relatively New,2060,0,0,1,Low,Mid Floor
flat, ANA Avant Garde Phase 1,3.45,3,3,3,Moderately Old,1869,0,0,0,Low,High Floor
flat, Aristocrat Jai Savitri CHSL,0.4,2,2,2,New Property,571,0,0,1,Low,Mid Floor
flat, Aadi Allure Wings A To E,2.21,3,3,3+,Relatively New,1881,1,0,2,Medium,Mid Floor
flat, Aayush Poornima,1.6,3,3,3,New Property,1529,0,0,0,Low,Low Floor
house, Ajmera Treon,0.6,3,3,1,Old Property,57,0,0,0,Low,Low Floor
flat, Agami Emerald,0.95,2,2,3+,Under Construction,1253,0,0,0,Low,Mid Floor
house, Arkade Earth Hazel,2.5,4,5,3+,Moderately Old,3194,1,0,1,Low,Mid Floor
flat, Piramal Mahalaxmi,1.77,3,3,3,Relatively New,1653,0,0,0,High,Low Floor
flat, Ashford Royale,2,4,5,3+,Moderately Old,2169,1,0,1,High,Mid Floor
flat, Shapoorji Pallonji Skyraa,4.1,4,5,3,New Property,2343,1,0,2,Medium,High Floor
flat, Arihant Residency,1.85,3,4,3,New Property,1643,1,0,0,Low,High Floor
flat, Aristocrat Jai Savitri CHSL,0.56,2,2,2,Relatively New,1234,0,0,1,Medium,Mid Floor
flat, Amidhara,3,3,3,3+,Old Property,2357,1,0,1,Medium,High Floor
flat, Anmol Apartment,0.32,2,2,1,New Property,577,0,0,0,Low,Low Floor
flat, Anmol Apartment,1.56,3,5,3,New Property,1807,1,0,0,Low,Mid Floor
flat, Arihant Residency,2.5,3,3,3+,Relatively New,2244,0,0,0,Low,Mid Floor
flat, ACME Oasis,0.22,2,1,1,Relatively New,543,0,0,0,Low,Low Floor
flat," Lodha Allura, Worli",0.3,2,2,2,Relatively New,711,0,0,0,Low,Mid Floor
flat," Ahuja Towers, Prabhadevi",1.25,3,3,3,New Property,1288,0,0,0,Medium,Mid Floor
house, Prestige Jasdan Classic,13.5,5,5,3,Old Property,4518,1,1,1,Medium,Low Floor
house, Agarwal Agarwal Exotica,2.5,4,4,3+,Moderately Old,3400,1,1,1,Medium,Mid Floor
house, Atlanta CHS,6.5,5,4,3+,Moderately Old,1836,1,0,1,Medium,Mid Floor
flat, Atlanta CHS,2.35,3,3,2,Old Property,1527,0,1,1,Medium,Low Floor
flat, Ajmera Iland,5,3,4,3,Old Property,3222,1,0,1,Low,Mid Floor
flat, Ashar Sapphire,2.35,3,3,3,New Property,2210,1,0,0,High,High Floor
house, Arihant Aloki Phase 1,0.9,2,4,3,Old Property,900,1,0,1,Low,Mid Floor
flat, Ashish,1.35,3,3,3,Relatively New,1387,1,0,0,Low,Mid Floor
flat, Ashford Royale,1.8,3,4,3,New Property,1527,1,0,0,Low,Low Floor
flat, Piramal Mahalaxmi,2.15,3,4,3,Relatively New,1945,1,0,0,Medium,High Floor
flat, Atlanta CHS,5.8,4,4,3+,Old Property,2801,0,0,0,Low,High Floor
house, Apsara Heritage,4.7,3,3,2,Old Property,2160,1,0,0,Low,Low Floor
flat, ACME Avenue,0.9,2,2,2,New Property,1311,0,0,0,Low,Low Floor
flat, Ambrosia,0.4,2,2,1,Relatively New,514,0,0,0,Medium,Mid Floor
flat, Raymond Tenx Habitat Delhi,1.72,3,4,3+,Relatively New,1797,1,0,0,High,Mid Floor
house, Ajmera Treon,0.4,1,1,1,Moderately Old,432,0,0,0,Low,Low Floor
flat," Sheth Beau Pride, Bandra",1.55,3,4,3,Relatively New,1805,1,0,0,Low,Mid Floor
house, Amidhara,3.99,4,5,3+,New Property,4500,1,0,1,Medium,Mid Floor
flat, Aadi Allure Wings A To E,2.3,3,4,3+,Relatively New,2280,1,0,1,Low,Mid Floor
flat, Adityaraj Saphalya,2.99,3,3,3,Relatively New,2200,1,0,1,Low,Mid Floor
flat, Godrej Horizon Delhi,2.8,3,3,2,Relatively New,1650,1,0,0,Medium,Mid Floor
flat, Arkade Earth Wing Ebony,5,5,5,3+,Moderately Old,5200,0,0,0,Low,Low Floor
flat," Lodha Allura, Worli",1.07,3,3,3+,Relatively New,1600,0,0,0,High,Mid Floor
flat, Aadi Allure Wings A To E,1.45,3,2,3+,Relatively New,1352,0,0,0,Low,Mid Floor
flat," Lodha Allura, Worli",1.01,2,2,3,Under Construction,1184,0,0,0,Medium,High Floor
house, Aayush Saraswati Apartment,17,5,8,3,Relatively New,9000,1,1,2,Medium,Mid Floor
flat, ANA Avant Garde Phase 1,1.6,3,3,3,Old Property,1700,0,0,1,Medium,High Floor
house, Adani The Views Delhi,0.6,3,3,0,Moderately Old,450,0,0,0,Low,Mid Floor
flat, Ashar Sapphire,3.05,3,4,3,New Property,2600,1,0,0,High,High Floor
flat, Alfa Mana A M Residency,3.98,3,4,3+,Moderately Old,2200,1,0,1,Medium,Low Floor
flat, Arihant Anmol Phase II,1.75,3,4,2,Relatively New,2056,0,0,1,High,Low Floor
flat, Agarwal Paramount,6.5,4,4,3+,Moderately Old,3925,0,0,0,Medium,Mid Floor
flat, Arihant Anmol Phase II,1.43,3,3,2,Relatively New,1428,0,0,0,Medium,Low Floor
house, AP White Rose,0.4,4,2,2,Moderately Old,1600,0,0,0,Low,Low Floor
flat, Agarwal Lifestyle,3.5,3,4,3,Under Construction,2937,0,0,0,Low,Mid Floor
flat, Piramal Mahalaxmi,1.92,3,3,3,Relatively New,2222,1,1,0,Medium,High Floor
flat, Adani Estates Western Heights Phase 1 Residential,0.75,3,3,3,Old Property,1433,0,0,0,Low,Mid Floor
flat," Lodha Allura, Worli",0.39,2,2,2,Relatively New,720,0,0,0,Low,Mid Floor
flat," Lodha Allura, Worli",0.54,2,2,2,Relatively New,939,0,0,0,High,Mid Floor
flat, Aadi Allure Wings A To E,2.5,3,3,2,Relatively New,1700,1,0,2,High,High Floor
flat, Amara,1.25,2,2,3,Under Construction,1161,0,0,0,Low,High Floor
flat, Adani Estates Western Heights Phase 1 Residential,1.5,4,3,3+,Relatively New,1833,0,0,1,Low,Mid Floor
flat, Piramal Mahalaxmi,1.52,3,3,3,Relatively New,1315,1,0,1,Medium,Mid Floor
flat, Ashish,0.83,2,2,2,Relatively New,1154,0,0,0,High,High Floor
flat, Shapoorji Pallonji Skyraa,3,4,5,3+,Relatively New,2204.25,1,0,2,Medium,Low Floor
flat," Sheth Beau Pride, Bandra",0.95,4,5,3+,Relatively New,1895,0,0,0,Low,High Floor
flat, Arkade Earth Hazel,0.5,2,2,2,Old Property,573,0,0,0,Low,Mid Floor
house, Acharya Aashram,3.55,5,4,3+,Moderately Old,1449,1,0,1,Medium,Mid Floor
flat, Amal Aspen Garden,0.3,1,1,0,Moderately Old,80,0,0,0,Low,Low Floor
house, Apsara Heritage,3.5,4,4,3+,Old Property,1620,0,1,1,Medium,Mid Floor
flat, Arihant Residency,1.7,3,4,3+,New Property,1659,1,0,0,Medium,Mid Floor
flat, Atlantic heritage,4.86,3,4,3+,Relatively New,1875,1,0,1,Low,Mid Floor
flat," Sheth Beau Pride, Bandra",0.5,2,2,3,Relatively New,1000,0,0,0,Low,Low Floor
flat, Piramal Mahalaxmi,2.6,3,3,3,Relatively New,2351,1,1,0,Medium,Low Floor
flat, Piramal Mahalaxmi,1.4,3,3,3,Relatively New,1413,1,0,0,Low,Mid Floor
house, Prestige Jasdan Classic,18.9,6,8,2,Relatively New,4518,1,1,1,Medium,Mid Floor
house, Aashvi Heights,3.5,2,6,3+,Old Property,1440,0,0,0,Low,Mid Floor
flat, Piramal Mahalaxmi,2.5,4,5,3+,Relatively New,2894,1,0,0,Medium,Mid Floor
flat, Arihant Aloki Phase 1,0.8,3,2,1,Relatively New,1100,0,0,1,Medium,Mid Floor
flat, Ambrosia,1.75,3,3,3,Under Construction,1529,0,0,0,Low,Low Floor
flat, A Kumar Vastu Pinnacle,5.8,3,4,3,New Property,3361,1,0,1,Low,High Floor
flat, Arkade Earth,2,4,3,3+,Old Property,2492,0,0,0,Medium,Mid Floor
